lng,lat,label,source
15.229111,48.211463,1,microsoft
14.510776,48.088227,1,microsoft
14.968635,48.782626,1,microsoft
15.768395,48.423933,1,microsoft
14.517225,47.259256,1,microsoft
15.750398,48.668859,1,microsoft
14.588690,47.486166,1,microsoft
15.819098,47.167456,1,microsoft
14.355806,47.202818,1,microsoft
15.725235,47.128192,1,microsoft
16.287391,48.009299,1,microsoft
14.368851,47.113616,1,microsoft
14.631310,47.180968,1,microsoft
15.768388,48.419800,1,microsoft
14.061705,48.187187,0,operator
14.062736,48.188232,0,operator
14.063040,48.188844,0,operator
16.264031,47.899520,0,operator
16.569286,48.127353,0,operator
13.446055,48.426981,0,operator
15.413532,48.190129,0,operator
13.166336,48.078608,0,operator
15.960592,47.084193,0,operator
13.166215,48.075664,0,operator
16.999412,47.940019,0,operator
16.362322,47.996745,0,operator
15.965837,47.080748,0,operator
15.956094,47.085965,0,operator
11.669983,47.330791,0,operator
13.108171,47.670018,0,operator
11.687892,47.325834,0,operator
14.789903,47.951402,0,operator
9.672332,47.439663,0,operator
14.404873,46.961217,0,operator
14.648380,46.584511,0,operator
9.587482,47.285617,0,operator
14.057783,48.189212,0,operator
15.962176,47.085177,0,operator
16.035218,47.713100,0,operator
9.775824,47.180576,0,operator
11.662566,47.330811,0,operator
13.610285,47.973071,0,operator
9.651034,47.214041,0,operator
16.514636,48.165197,0,operator
15.431225,47.497951,0,operator
15.435770,47.500637,0,operator
16.522653,47.775003,0,operator
15.515391,46.851363,0,operator
14.662037,46.673787,0,operator
14.052102,48.180204,0,operator
13.718841,48.006679,0,operator
13.167970,48.073798,0,operator
15.729575,46.824786,0,operator
15.681520,47.136181,0,operator
14.147529,48.057045,0,operator
15.880137,47.213072,0,operator
15.737767,47.082707,0,operator
15.480592,47.044157,0,operator
15.962083,47.195036,0,operator
14.214493,46.721207,0,operator
14.250292,48.007834,0,operator
15.147445,48.138332,0,operator
14.853596,48.119188,0,operator
14.215583,46.720178,0,operator
15.995223,47.392261,0,operator
9.572463,47.310563,0,operator
13.938875,48.126989,0,operator
15.970216,47.257538,0,operator
14.546824,48.242001,0,operator
14.165416,48.204419,0,operator
15.210854,46.714936,0,operator
15.496284,47.531131,0,operator
14.154300,48.148779,0,operator
14.127393,47.891656,0,operator
13.249217,47.982898,0,operator
15.747500,48.044603,0,operator
16.162883,47.804577,0,operator
15.329985,48.117975,0,operator
14.005426,48.359244,0,operator
14.129829,47.871962,0,operator
13.736312,48.225154,0,operator
14.990610,47.371774,0,operator
13.696799,48.177455,0,operator
13.522066,46.784633,0,operator
15.995027,47.182404,0,operator
13.031709,47.744464,0,operator
16.510343,48.373682,0,operator
13.242547,47.967604,0,operator
16.070771,47.437372,0,operator
15.351612,46.751012,0,operator
13.063170,47.716468,0,operator
15.682113,47.130248,0,operator
13.233127,47.943041,0,operator
15.457828,46.863923,0,operator
14.455014,48.101327,0,operator
14.233790,48.243296,0,operator
14.813912,46.947119,0,operator
15.478860,47.024055,0,operator
15.218215,46.913108,0,operator
12.797440,46.825352,0,operator
14.347565,47.590186,0,operator
13.627325,48.558020,0,operator
14.284483,46.736092,0,operator
16.561925,47.946275,0,operator
9.647319,47.347769,0,operator
9.636865,47.345424,0,operator
15.681603,46.704074,0,operator
14.795726,48.062317,0,operator
15.186427,48.755026,0,operator
15.696762,47.116082,0,operator
14.499360,48.228821,0,operator
14.501833,48.230496,0,operator
14.783117,47.210516,0,operator
9.710330,47.409812,0,operator
15.186689,48.206326,0,operator
12.098431,47.534962,0,operator
15.070634,48.785543,0,operator
16.100923,47.174002,0,operator
15.880064,47.214449,0,operator
15.729399,46.825127,0,operator
15.481787,47.038349,0,operator
15.466434,46.934956,0,operator
13.357815,47.933427,0,operator
15.332786,47.125493,0,operator
16.183555,47.843506,0,operator
14.257835,48.258532,0,operator
12.999026,47.820512,0,operator
16.994193,48.093329,0,operator
15.210860,46.714956,0,operator
14.142494,48.057756,0,operator
12.999024,47.820511,0,operator
16.410290,47.728885,0,operator
13.114965,47.674536,0,operator
14.749364,48.018100,0,operator
16.828455,48.302728,0,operator
14.310045,48.285143,0,operator
16.078584,47.435904,0,operator
16.088914,47.429880,0,operator
16.092961,47.431408,0,operator
16.044951,47.435391,0,operator
16.042274,47.751926,0,operator
14.332910,48.255233,0,operator
16.261681,48.201548,0,operator
16.566257,48.123737,0,operator
16.900491,47.840265,0,operator
16.064942,48.649455,0,operator
16.648849,48.778766,0,operator
16.244533,47.813865,0,operator
13.952985,48.135113,0,operator
16.530783,47.845487,0,operator
15.634571,48.667131,0,operator
16.465626,48.342835,0,operator
16.428274,48.219803,0,operator
16.333178,48.129378,0,operator
16.565090,48.124145,0,operator
16.771631,48.032078,0,operator
12.633534,47.467131,0,operator
10.700967,47.294791,0,operator
13.639937,47.475563,0,operator
14.042925,48.172411,0,operator
17.048163,48.083957,0,operator
16.487073,48.037004,0,operator
16.786489,48.282947,0,operator
15.380175,48.921608,0,operator
15.441265,48.050787,0,operator
15.807569,48.133012,0,operator
16.945192,48.096687,0,operator
15.990520,47.969545,0,operator
16.628500,48.304234,0,operator
16.685088,48.410795,0,operator
16.830315,48.676811,0,operator
16.516305,48.752718,0,operator
15.646288,48.662686,0,operator
15.420950,46.995050,0,operator
16.005701,48.767033,0,operator
15.929886,48.526761,0,operator
16.619118,48.301588,0,operator
16.317856,47.991660,0,operator
16.302998,47.904025,0,operator
15.647989,48.662657,0,operator
16.423789,48.015427,0,operator
12.391198,47.445837,0,operator
16.315479,47.892988,0,operator
11.698946,47.348683,0,operator
15.336226,47.125242,0,operator
15.169182,48.152313,0,operator
14.375114,46.633831,0,operator
16.346568,48.055859,0,operator
11.451189,47.273851,0,operator
15.331198,47.127480,0,operator
12.801196,46.830338,0,operator
13.794426,46.563060,0,operator
16.271271,47.873468,0,operator
9.811482,47.157240,0,operator
14.467588,46.769335,0,operator
16.257699,47.912226,0,operator
15.337786,47.131892,0,operator
15.284901,47.441488,0,operator
11.978576,47.466856,0,operator
15.325033,47.269921,0,operator
14.317065,47.553103,0,operator
13.913602,46.582171,0,operator
13.750710,48.011246,0,operator
13.794836,46.564670,0,operator
14.282936,48.237981,0,operator
14.889889,48.092972,0,operator
14.765563,47.967925,0,operator
13.698754,48.358801,0,operator
15.287213,48.346656,0,operator
16.063542,47.694389,0,operator
16.262846,47.800541,0,operator
14.209149,48.119010,0,operator
13.427961,48.320689,0,operator
16.829566,48.328071,0,operator
17.032423,47.982817,0,operator
16.719408,48.055426,0,operator
16.970935,47.944669,0,operator
14.490090,46.642386,0,operator
14.495184,46.678517,0,operator
13.816652,48.183571,0,operator
15.818037,46.879711,0,operator
15.713242,48.825295,0,operator
16.420137,48.716664,0,operator
13.015653,47.846570,0,operator
15.902231,48.401736,0,operator
15.293414,48.857078,0,operator
13.625705,48.285259,0,operator
14.504874,48.485623,0,operator
15.546827,48.654596,0,operator
17.044320,48.111474,0,operator
13.905604,48.075544,0,operator
16.553299,48.434240,0,operator
15.993921,48.394444,0,operator
16.588874,48.491733,0,operator
15.430498,48.890764,0,operator
16.619414,47.795537,0,operator
13.773351,48.321186,0,operator
16.650857,48.099977,0,operator
16.549973,48.549857,0,operator
15.603951,48.890755,0,operator
15.608270,48.890035,0,operator
15.608216,48.888949,0,operator
15.864743,47.155399,0,operator
13.184526,47.907198,0,operator
15.194868,48.759432,0,operator
16.500219,48.174578,0,operator
13.026429,47.828451,0,operator
13.018700,47.829500,0,operator
15.444421,47.070596,0,operator
12.827055,48.154417,0,operator
14.579617,46.518424,0,operator
9.594926,47.237220,0,operator
15.327373,47.266542,0,operator
13.779480,47.809103,0,operator
14.434019,47.190097,0,operator
16.771146,47.757357,0,operator
15.350723,47.339912,0,operator
16.380101,48.232476,0,operator
16.854441,47.866732,0,operator
14.351892,46.898572,0,operator
14.028534,48.160616,0,operator
16.776080,47.779194,0,operator
16.847978,47.838918,0,operator
15.901111,48.152836,0,operator
16.296153,47.910228,0,operator
13.448570,47.737926,0,operator
13.313797,46.658539,0,operator
12.159101,47.449506,0,operator
15.646695,48.692602,0,operator
16.889182,47.789345,0,operator
16.282914,47.901185,0,operator
12.060281,47.491201,0,operator
16.385317,48.182530,0,operator
13.629680,47.616531,0,operator
16.411366,48.018951,0,operator
14.282540,46.546251,0,operator
14.273195,47.560897,0,operator
16.404178,48.187741,0,operator
14.432288,47.926062,0,operator
15.270956,47.432797,0,operator
15.271029,47.431771,0,operator
9.637262,47.502508,0,operator
15.571263,47.669773,0,operator
16.866325,47.819787,0,operator
16.890888,47.718642,0,operator
16.786411,47.809823,0,operator
15.525810,48.392290,0,operator
15.334284,47.190432,0,operator
14.069371,46.623326,0,operator
16.618880,47.781884,0,operator
11.384037,47.265983,0,operator
16.326388,47.905943,0,operator
16.154807,47.274694,0,operator
11.872092,47.352758,0,operator
15.106114,48.202744,0,operator
14.999753,47.429384,0,operator
16.198285,47.840364,0,operator
15.621392,48.163039,0,operator
15.946243,48.335725,0,operator
15.649610,46.723184,0,operator
15.220919,48.424000,0,operator
14.534786,47.489034,0,operator
15.089045,48.167082,0,operator
16.572284,48.121892,0,operator
16.571485,48.119767,0,operator
14.845423,46.852937,0,operator
14.333655,46.643361,0,operator
16.660200,47.760324,0,operator
15.564704,46.770920,0,operator
16.464998,48.198523,0,operator
15.330161,47.127940,0,operator
14.824488,46.657821,0,operator
14.622460,46.622609,0,operator
14.489239,46.642196,0,operator
16.581530,48.243143,0,operator
16.577986,48.243268,0,operator
14.431748,46.756279,0,operator
9.571955,47.318804,0,operator
14.796823,46.622518,0,operator
14.817127,47.265085,0,operator
14.545296,46.582452,0,operator
14.730261,46.590810,0,operator
14.453398,46.659618,0,operator
14.630187,46.600779,0,operator
15.532616,48.774352,0,operator
9.597467,47.290327,0,operator
14.706544,46.690163,0,operator
14.562187,46.545712,0,operator
16.213650,47.829226,0,operator
14.592549,46.545355,0,operator
15.114019,48.745146,0,operator
14.285055,46.662585,0,operator
15.681483,47.102758,0,operator
14.192076,46.533742,0,operator
14.191246,46.527153,0,operator
13.152085,47.622286,0,operator
15.012422,48.693675,0,operator
14.587175,46.560504,0,operator
14.281644,46.536729,0,operator
15.699899,47.605094,0,operator
15.130547,48.748922,0,operator
15.404534,48.350069,0,operator
14.801225,46.562241,0,operator
15.045660,48.944033,0,operator
14.604946,46.695821,0,operator
15.322968,47.236964,0,operator
15.331680,46.956782,0,operator
15.103232,48.781877,0,operator
9.645076,47.366950,0,operator
9.645847,47.369110,0,operator
9.649030,47.368424,0,operator
15.679419,48.803002,0,operator
14.751192,47.203006,0,operator
14.453135,46.885998,0,operator
14.888361,48.731855,0,operator
14.937767,48.752154,0,operator
16.184837,47.906743,0,operator
12.832928,48.157828,0,operator
14.023105,48.153337,0,operator
13.767898,48.130158,0,operator
14.825746,48.098990,0,operator
14.179638,48.211669,0,operator
13.937944,48.012931,0,operator
12.981778,47.816889,0,operator
13.190097,48.061799,0,operator
13.628657,48.378816,0,operator
13.498940,47.938011,0,operator
16.383876,47.978436,0,operator
16.982425,48.042483,0,operator
14.824402,48.099889,0,operator
16.426815,48.165286,0,operator
12.860777,48.027301,0,operator
14.954031,48.224484,0,operator
15.817579,46.879346,0,operator
14.569097,46.705345,0,operator
14.790536,46.724295,0,operator
15.978951,47.406729,0,operator
15.097131,47.301287,0,operator
15.071977,47.303440,0,operator
15.682293,48.560903,0,operator
15.917383,47.762032,0,operator
15.930676,48.703824,0,operator
14.397435,46.907826,0,operator
13.359785,47.777392,0,operator
14.742571,46.730765,0,operator
15.224905,47.523626,0,operator
15.647440,48.851509,0,operator
16.683642,48.220264,0,operator
15.332935,48.930917,0,operator
16.114835,47.655582,0,operator
14.682107,47.200762,0,operator
15.183277,47.351953,0,operator
15.389444,48.947268,0,operator
14.197838,48.241099,0,operator
15.041703,48.140760,0,operator
16.911551,48.519761,0,operator
13.858892,46.605451,0,operator
14.597127,47.215048,0,operator
16.192988,47.833985,0,operator
14.876686,46.863804,0,operator
13.122995,47.902527,0,operator
13.103951,47.318263,0,operator
14.622282,46.622877,0,operator
16.450182,47.808739,0,operator
14.841291,48.130520,0,operator
16.477932,48.019578,0,operator
16.076116,48.556772,0,operator
9.674992,47.192409,0,operator
16.631365,48.594500,0,operator
15.350453,48.885822,0,operator
13.764576,47.922833,0,operator
15.501467,48.695647,0,operator
15.655699,48.810548,0,operator
14.969214,48.075365,0,operator
12.209951,47.638780,0,operator
9.616512,47.222413,0,operator
14.497778,47.215767,0,operator
14.332935,48.315303,0,operator
